"X","Y","Z","X_s","X_b","Y_s","Y_b","X_b2","Y_b2","Sr","V"
2.73733836393043,7.32671408345754,31.8354535198463,2.81564961874575,2.70269959475829,7.323425174641,7.37415446791347,2.57272128365856,7.24252023819023,1,1
2.8931116052081,7.35517619893838,26.2216785307464,3.22603047215766,2.73829396202523,6.8200078189999,7.41590308859365,2.90981806117858,7.48205403331239,1,1
2.60330113499214,7.37513267133799,31.9292102052395,3.02924472191072,2.60717521078285,7.05656896294368,7.51140650167658,2.37884214486595,7.38032253586257,1,1
2.60700900593879,7.65065176216276,31.3765350524444,2.7079001421814,2.39883886173331,6.75979573672382,7.72310561513715,2.81354317439473,7.69113052763923,1,1
2.72621428193619,7.3566595691837,22.9120710691494,3.02490892481047,2.62918148069403,6.85826534249495,7.35312171548926,2.84448715085327,7.12163149499127,1,1
2.61394535077275,7.3424387597285,24.3838726437166,2.92213420232792,2.22013757121253,7.31820700750242,7.34241644959137,2.93755163452234,7.36368001748337,1,1
2.45183305844992,7.72505370021786,23.0470563250329,2.71066782595121,2.48272267226484,7.32140773308899,7.76831108417186,2.5604162133277,7.75765992489555,1,1
2.73839001257674,7.79586960993121,23.754928863928,3.01805755416324,2.9615328938857,7.31232881100945,7.88557641416428,2.87323962926492,7.79108184127864,1,1
2.68468199503012,7.79358461211307,36.4538201733779,3.11275216780863,2.77434533125132,7.56566926565076,7.81613854203139,2.9917548707602,7.77682328070827,1,1
2.80570700158775,7.46036790898259,21.0670630019922,3.23350652378327,2.81434982614717,6.92688959064091,7.4307066043677,2.77787272022471,7.4535019857078,1,1
3.08639311339727,7.67182442506283,27.6613589652882,3.4651378447592,3.34149370075537,7.32176474258325,7.69559925887769,2.79963106724121,7.68922364868117,1,1
2.59020531507075,7.66470987373757,22.5069411483439,2.86704394575185,2.75576240263224,7.17188163744104,7.70295362168696,2.38288845125299,7.65664156002221,1,1
2.820751442259,7.83719480191459,31.5802546990016,3.25407218826359,2.87281493745384,7.53872901681433,7.92766243068252,2.75418931981924,7.95017934041074,1,1
2.5684551804022,7.82881194896535,38.7473653088753,3.03586759612538,2.53036227055316,8.04262232611264,7.86007665133995,2.46417110573393,7.60375735440882,1,1
2.48957821397536,7.66144213546113,29.5440118708942,2.69233862154365,2.53153685709027,7.08867654945661,7.59830388503075,2.62883778289993,7.58338204278863,1,1
2.88155996968405,7.38251701418955,18.4675081610781,3.21085960236328,2.90237875793545,7.47976874652049,7.47479221694015,2.95113857878279,7.34262628695178,1,1
2.62505199330446,8.05556550072584,39.7411104219124,2.93558694516859,2.71124415614669,7.78404275785555,8.23040678603764,2.6818690079833,7.89686471248887,1,1
2.83671754346682,7.47380624843015,24.0405605405371,3.03724973777729,3.44937275856529,7.07121913548128,7.44033698761458,3.07453607305976,7.45717169619427,1,1
2.56467481804062,7.66719857676059,21.0264438632822,2.92872728136071,2.38655628395274,7.43533545413496,7.84854772329028,2.25492505161128,7.6023572123985,1,1
2.72995120550751,7.61635421357709,30.8777863875239,2.93825565205313,2.88583658714838,7.77497992494384,7.63174210177076,2.69829334000578,7.60512313692268,1,1
2.62416168498179,7.52903598559381,27.4348272175871,3.11925298314814,2.40760135817608,6.82024723670875,7.42524776327197,2.25387353987886,7.6258820996527,1,1
2.59674563497056,7.86425524686906,26.8417508584794,2.80102954896525,2.62837890126103,7.47450481761545,7.9288463974917,2.62420531717403,7.96239063601523,1,1
2.52732852943375,7.68836107691873,27.4598845388593,2.7552559642014,2.44031621064847,7.57719521901382,7.78376106107702,2.209305101592,7.78809219769503,1,1
2.81021935528985,6.85699420162644,37.897780808241,3.03962655954513,2.75871271427916,6.63354495887668,6.96062060382455,2.55919073812194,6.8100644399717,1,1
2.73535161222311,7.68314011650604,33.8680240222701,3.08233273396986,2.66564552985738,7.51723197640707,7.86277488841855,2.82394637696331,7.71911832632524,1,1
2.62549638602871,7.8656012090262,26.1894762912566,3.15243762414576,2.78485449363542,7.7416817904774,7.69064478460998,2.65202301179065,7.89584887384333,1,1
2.87450439760114,7.48522028545728,41.9335841118819,3.20100386126392,2.58340324144154,6.46568974135489,7.533718174397,2.81171274962332,7.62160583820363,1,1
2.72564057170642,7.50233398593184,33.3338037834388,3.1191209864719,2.78347954583043,6.68786490746705,7.56158889420152,2.66285108052335,7.67841072176152,1,1
2.43701168899897,7.55722931713492,27.4384630393897,2.62211027327526,2.61914568989458,7.37118061659486,7.5729238479626,2.45616440297839,7.58690958315241,1,1
2.58721267817657,7.81969623955281,21.8551356312393,2.8084394766582,2.31350548163331,7.01314527969082,7.83132597636387,2.58409255745268,7.84014626023643,1,1
2.86990671171541,7.8998017862588,32.040047129387,3.23144605196702,2.91347317126469,7.22537619168186,7.88033929892545,2.83134460804243,7.87897121584283,1,1
2.63333471689501,7.48007915495306,30.6325970838893,2.84563623460441,2.43255599232904,7.07579485365935,7.40629726950719,2.28897300089273,7.47773132141819,1,1
2.79025645508387,7.45094399944069,24.9495160761258,3.0627081983946,2.86094216697076,7.54158990468373,7.56174582278393,2.5363438091793,7.41103862077881,1,1
3.15713086226713,7.45469415271988,22.945666971424,3.23084537581303,3.23896406666392,6.67181698359586,7.4342819608259,3.18151314496276,7.49934696758854,1,1
2.54684318307799,8.02480209815809,27.7693818534885,2.91965396343708,2.73581615527745,7.97525549374955,7.95615075198795,2.70046740362211,8.0931681044513,1,1
2.52798456902837,7.83719709126568,29.1328144304963,2.86120744405329,2.44739853786491,7.83693520136679,7.94172567543873,2.33162005161745,7.88031312868868,1,1
2.76457032164744,7.37584579903993,13.7220973263578,2.91692641462272,3.00646194632425,7.37492578912494,7.40695731229446,2.88648117696702,7.36939912110513,1,1
2.97962980885883,7.7856944458025,35.1384124239786,3.4064559571883,3.12701778984945,7.29131267080084,7.80062108288881,2.89755027034714,7.84425001917247,1,1
2.51210141500496,7.42160827862504,21.9818837602175,2.98904015811466,2.48270918190412,6.7724850291321,7.35403704920975,2.552224619951,7.24632420061583,1,1
2.71283789227308,7.69688785040715,27.116611647474,2.92183380661821,2.64916478400454,7.30531865007209,7.68943053453873,2.78972025863678,7.73797593368522,1,1
2.74752289845779,7.67193685315462,17.5584232832708,2.99684986187894,3.13724715292454,7.62794187649387,7.64296983430133,2.57051792755692,7.69134991750618,1,1
2.77285062183762,7.33171414918082,31.9226906909281,2.97956151774666,2.49347140394379,6.77802991450319,7.35403891946159,2.9607430761812,7.41589106550819,1,1
2.32361767185723,7.92540813927492,31.5844139939629,2.6807171723998,2.52617921229655,8.08334654021014,7.93236412681662,2.53605871293225,7.95042122614628,1,1
2.47764342605497,7.58514147644994,32.6485461860691,2.77204695262637,2.54655474739078,7.05326125409723,7.4147073942256,2.54760875978945,7.57724661512914,1,1
2.25004484277775,8.22794196656276,39.0932632091127,2.75068028115144,2.35326249837338,7.61454065102023,8.30634591177223,2.34204864067618,8.15288744239289,1,1
2.64902498734797,8.11444487596814,31.338385625734,3.14538407746434,2.61130872368987,6.76432969256165,8.19080535055419,2.55807280764458,7.96975186309915,1,1
2.76085974134153,7.71998153807972,18.1377712085882,3.13965346183666,2.60332405739288,7.37232365501558,7.59307205169212,2.86640199122855,7.79223891433987,1,1
2.43652301108035,7.25494435885542,26.3005210077189,2.65160066796956,2.06135744036567,6.6018865315864,7.31988653391143,2.55656462677464,7.21955079804407,1,1
3.05907949914337,7.74916130163303,24.3582009194752,3.3399666309217,3.31097750860227,7.49923388248977,7.68224481021077,3.24035938412866,7.99368162029058,1,1
2.40553629751514,7.65731722262982,27.9028652887759,2.63829446265003,2.65020288530583,7.02100579595761,7.75084612156982,2.38507874408131,7.68398435976778,1,1
2.54164675162486,7.63358385484997,35.2668187859574,2.57223826106705,2.62276734652905,7.90934778231792,7.53113283664684,2.57233813480891,7.62014034378652,1,1
2.50686276528989,7.68319828859805,28.8817607564776,2.83663137517848,2.42580979014547,7.42348196564076,7.74722378157101,2.65164825468998,7.65184784423692,1,1
2.8383220848392,7.99594601943453,20.749431932142,3.11798935710146,2.72381025710543,7.83652492648968,8.09690283734157,2.64201380074356,7.99558855725133,1,1
2.63383202707138,7.63505329409025,24.1981288165923,2.95492779492663,2.56091100354556,7.77313558044554,7.64691256176671,2.45286445693842,7.65635061531075,1,1
2.35886323866809,8.06865025871774,39.6815832486346,2.61182037919229,2.41386674745613,7.9055169091411,8.09343396537118,2.24538563109924,8.14413741227595,1,1
2.5317197919191,7.62979576573524,32.8704033320762,2.82713808355526,2.87507604800068,6.79036641732241,7.70841550191353,2.39782044921413,7.63987942586647,1,1
2.8052757419163,7.6375295909764,27.6689823121692,3.23550454715558,2.5015183620241,6.9057762873316,7.57523949412462,2.44698674734818,7.74241573074817,1,1
2.53112700504048,7.28277924199615,19.0921853575572,2.86519350722709,2.69527546464903,6.99134263304894,7.21241486317617,2.71280977033301,7.26197037954453,1,1
2.45431961032765,7.73932140597293,27.9026842640458,2.81087735033224,2.5984729422398,7.13954811698234,7.71830464462033,2.76929794953828,7.67961470831916,1,1
2.92245990136241,7.59836307208886,23.4754429011729,3.26316858856328,3.03873469357713,6.95074485089113,7.47390307601283,3.07987971312757,7.67366332665289,1,1
2.7796114354586,7.54483984527877,22.0321543074146,3.29312730421035,2.98454209419396,6.89399533179213,7.57254895689738,2.93136698640653,7.42161193009506,1,1
2.46083915056119,7.25188531577566,27.0734021376348,2.74578126606501,2.32331199121809,6.62016283054634,7.30444903777452,2.25518895909477,7.24952720579677,1,1
2.46844360083253,7.65257595656551,25.8671749025557,2.62385078834038,2.39696983157661,7.01250750742752,7.80145773585813,2.36722564253983,7.7528800614662,1,1
2.44344676982431,7.65658244795522,30.7253470845277,2.77288999670162,2.25349756584222,7.0924328310886,7.55927146505672,2.63155405026135,7.63084917115523,1,1
2.39893742086446,7.71920525903232,23.8199650750737,2.68463362914296,2.58356315527655,7.27120071866703,7.75549791856934,2.36010162530962,7.82987080836793,1,1
2.90874816308708,7.52770620514207,34.7830176571822,3.24583067590331,3.10271732415337,7.15029524501488,7.35386422847704,3.18351362742719,7.60480712617178,1,1
2.84204395367269,7.95278650107158,32.6489972211446,3.15352739917273,2.72101159044047,6.8043836868328,7.91490139972619,3.07681335612464,7.97900809134412,1,1
2.65714326528381,7.88434168130455,29.4874384658563,3.11160781567699,2.59164943704711,7.07237366074813,7.97867337053025,2.7597048402623,7.85965672563559,1,1
2.73999764351544,7.78191187491678,34.6530640187209,2.92964035301663,2.86385154270794,7.30715517337237,7.82912499840832,2.92368724371162,7.94112853281864,1,1
2.50049951878034,7.56271716314166,32.6068640812037,2.78789515102812,2.55288295667648,6.77246474653874,7.55131668659357,2.3385225861836,7.58141120826687,1,1
2.35033302857605,7.57541429119053,30.26650047442,2.77141957466752,2.33689407787994,7.67219509057564,7.53689253691631,2.48592541592434,7.44372319837292,1,1
2.24522037555595,7.8097963500926,23.751477491317,2.35926808706716,1.9601784715942,7.48714200464098,7.94397950757545,2.08964045548469,7.79188250064424,1,1
2.67415252553858,7.47099462297751,26.106278603248,3.01858943059234,2.44056824326785,7.57900699020172,7.43521878376479,2.94628115338918,7.5337628381171,1,1
2.52524507324978,7.8378941952284,30.1220295371375,2.83920006839756,2.22875400021895,7.00074255152894,7.82452258388517,2.70273598988252,7.92787107959733,1,1
2.78822593070446,7.66592693492902,25.2341712723087,3.27284204100894,2.95872297862211,7.60908609988237,7.58615694767232,2.78345675823466,7.64904700057265,1,1
2.74540784384802,7.46628006579364,19.2434886014934,3.0506979739315,2.56206457594647,7.24045227698152,7.4935397596549,3.02466866799085,7.47027995228744,1,1
2.934503274268,7.27300917255069,27.0091160607641,3.25739310379053,2.83064498646928,7.33272602189827,7.19579105893852,3.13109493426843,7.32299982158861,1,1
2.60008287596527,7.86582597410812,23.7773900817391,2.83578801251322,2.69924485996486,6.75705231097037,7.87584971426609,2.53169981502575,7.84735524064135,1,1
2.18761135576501,7.25109305440838,29.1919875005085,2.62611504639257,2.25824193045885,6.59745891645719,7.24853792287273,2.04720668082411,7.15685565112848,1,1
2.32311110511858,7.48108269082782,22.3238943063998,2.70905970075614,2.28777746513615,6.8587963003349,7.4681338361745,2.46564488105415,7.54679962812806,1,1
2.61992697405493,7.22533943816055,26.3818222487173,2.72508977665672,2.40238949283238,7.45130254055341,7.25342668932222,2.96075636594246,7.27345979315869,1,0
2.44489927755872,7.6298474322865,21.8352440866808,2.61093283323306,2.73838984527105,7.60173486367711,7.61350332935252,2.40476089295141,7.69447095202716,1,0
2.51830953728435,7.45311944560576,18.2239353538959,2.84995501271181,2.48385484711755,7.24336002277734,7.35236968670821,2.40847514786066,7.65696201447013,1,0
2.34654615622685,7.8396301800607,36.1994550582557,2.7307099093426,2.04642186244563,7.45905178473168,7.80697451286004,2.09550545107381,7.78996075567502,1,0
2.8336007461622,7.15562050241781,28.4875852164445,3.30122119997653,3.03782567542463,7.21286551325783,7.16322457714722,2.67622909718085,7.12344220111628,1,0
2.67353643351018,7.87848775449272,23.642115267943,2.90032665289224,2.49504628603925,7.97618074855298,7.80120974611285,2.77585116774983,7.73237301319239,1,0
3.03893438922935,7.18115377513155,29.649883002731,3.37404083334115,2.94030133283368,6.69283393567457,7.12378005307246,2.86744420008527,7.0896926049798,1,0
2.61283719761066,7.64454905379291,27.5298543724494,2.57736460688502,2.61888127641271,7.00212016300932,7.64944143773848,2.89871761872057,7.54099105110614,1,0
2.67922051735997,7.62398339843803,29.087917541624,2.91083014002347,2.74199378367223,7.26057031568153,7.63508561781863,2.74907585802359,7.66450520431312,1,0
2.76967913959005,7.5848568272213,28.8108244205246,2.94250630662397,2.56649851611485,7.09093846420133,7.57197703526783,2.60753086671016,7.63278738221759,1,0
2.8400008140546,7.38147423797748,21.8000529043512,3.10117319574102,2.70473213184053,7.41924919536886,7.17268305764889,2.95272304518325,7.41447577134038,1,0
2.62278794860629,8.01710928679666,14.1551625860115,2.80409789819391,2.56677640972697,8.01978071599344,7.98066473302809,2.45982459771902,8.05750472194994,1,0
2.47212918217685,7.63767169552988,31.2795445383651,3.09547020394908,2.58249428329641,6.89197643633957,7.46804739476958,2.27069100803213,7.66397547936427,1,0
2.86256745475269,7.71497168616313,40.8223394886866,3.06660214328859,3.30979839887958,7.64811773085091,7.60476731896558,2.70836705928741,7.66178835409059,1,0
2.37230867720485,7.50528793887381,23.5696144031836,2.57593541812194,2.65215479765479,7.67854743984809,7.51063708838567,2.4742268830379,7.46775347107692,1,0
2.83965165724758,7.46961189147925,19.972036059494,2.96025967849483,2.59474752509201,7.37115148213815,7.51556743890174,2.53208084169251,7.58720511563609,1,0
2.6420845623354,7.76339559729419,30.2539641680308,2.84121671495972,2.52131234060708,7.55742212923075,7.61591347484981,2.97176833487384,7.77333346251234,1,0
2.68371693433155,7.84049821057168,35.4473697151691,2.7457364137469,3.01968437030022,6.89283230524898,7.88428248699927,2.93696718599348,7.89544272080341,1,0
2.05602103732882,7.75688846746655,31.2992183737937,2.48957498933915,1.94066921728278,7.13041590037316,7.80809782865137,2.02154888960721,7.82421573053836,1,0
2.75180708908205,7.63308013024687,25.4112433677755,3.0333333461253,3.14707585869747,7.47624075572718,7.57201254625251,2.88632873208055,7.515705294545,1,0
2.83231991899379,7.50852295831747,19.9268519176844,3.08179112070269,2.8889213718737,7.13615288059553,7.51211204756924,2.86778765497314,7.49959350056771,1,0
2.75470968000373,7.66149069708596,27.3156089734652,2.93420751477077,2.88477499451019,7.18827696078947,7.7994927504174,2.71762984153051,7.6435311508523,1,0
2.62332915481413,7.43692060422089,25.7202078545931,2.87157754311438,3.02417924197981,6.84383991429998,7.28021119346504,2.29504121840088,7.57379965037397,1,0
2.75687259109739,7.63628993214544,25.9967200822371,3.11318007517439,2.88682702788149,7.71684301282889,7.59628877733485,2.60603342626804,7.70811614062409,1,0
2.67615125074762,7.65156545717814,22.6616063586858,3.08744344487955,2.68950893140999,7.1411756711175,7.56378133388506,2.83146172123355,7.63715670326043,1,0
2.49432349588111,7.82092382458669,30.2701599753234,2.72850607008952,2.16523207811951,7.46873031462764,7.68100643956253,2.54466188372555,7.86101772608534,1,0
2.72123177471029,8.1335106279205,29.8561516991858,3.09692217048269,2.79270295246241,7.5217358788964,8.25732930247807,2.80178150367267,8.23907138463692,1,0
2.27316106651785,8.04872162917039,31.2434049766564,2.51104433047652,2.02267441371116,7.61767005576056,8.03780637923521,2.13908453716245,7.99863695961252,1,0
2.58721214449758,7.69273038155334,25.3633274969099,2.86479760891794,2.5508652675193,7.52852288817998,7.64584775434232,2.5483168429587,7.72215082588594,1,0
2.40815378401202,7.94213530920183,25.6495671739142,2.65928351766028,2.12748978162238,7.79326342014938,7.86637080956202,2.32244654187763,8.07804304814348,1,0
2.74400862254128,7.27085435270826,23.6401640549585,3.09115156513766,3.14607604860997,7.33863662086758,7.20673413807594,2.84519484390766,7.32704899315783,1,0
2.73221380449332,8.14998273934069,36.2717627459341,2.96695694724753,3.02243283189153,7.93827363668087,8.19351871662328,2.77605980439178,8.28276998807558,1,0
2.62120935926528,7.48588790810506,28.439887779853,2.82640460334767,2.77135123661016,7.75759314912139,7.60118875563614,2.93982467133213,7.44141352109073,1,0
2.55904103913132,7.59447790191106,27.1068315047839,3.03036349632816,2.32205943701797,6.64357440354445,7.73115579961306,2.87184696806202,7.60794526714957,1,0
2.48022936985135,7.69553348878896,16.439136329332,2.71700001547746,2.72641715626191,7.84704494169808,7.71054770047717,2.47629519417487,7.7360424766181,1,0
2.62747394701216,7.40031271680575,33.3137983570849,2.86709811003161,2.70112910787429,6.9325708531024,7.46633655836205,2.73000568408996,7.38341061325877,1,0
2.52918568268646,7.64811877573623,28.0799997051501,2.87960900109221,2.57343651007972,6.81911835932576,7.73476403104053,2.76593409398274,7.62364811369755,1,0
2.79149698210582,7.77193633789891,36.6065004895669,3.11171149067138,2.72083894532121,6.95472954575495,7.66172528402424,2.73679957368976,7.70727693499329,1,0
2.71879816051077,8.08161700823246,40.5520061753116,3.14172580475307,2.99855429082073,7.4356022832664,8.03229970107245,2.95215747313158,8.11272215906758,1,0
2.60863914114711,7.60555291803809,32.7522446751895,2.97162934512726,2.52012684169214,7.24738651457478,7.66456229710628,2.7220937754879,7.79529210228617,1,0
2.837201711884,7.72913326410565,39.1993713227271,3.2010905877858,3.03271980591347,7.4441508964231,7.69203058795035,3.01957975100618,7.62554169859058,1,0
2.33559278858386,7.89009272347809,38.3581491567511,2.61837562297647,2.07533362606438,8.10425268495284,8.07044035362281,2.42135875240447,7.84931161982633,1,0
2.64045241900064,7.76342446473462,37.1268195024311,2.81011899498024,2.98323779097852,8.07152116892279,7.63047016815207,2.16642975436965,7.92601744798238,1,0
2.9973672303004,7.7046536176545,24.7470153659511,3.31528058349382,2.87314594340227,7.53271110879847,7.79215715978119,2.9362208871268,7.66090994460357,1,0
2.63726894933231,7.69775783000562,26.2130989787014,3.06338110892749,2.51252557715492,7.86831416933645,7.70097300029938,2.52053278885245,7.60970091911169,1,0
2.8405578224474,7.49197541410881,32.8945046922793,3.17389434243895,3.01840573925836,6.720329517167,7.52432133372365,2.77587425005442,7.3687200476976,1,0
2.74108852649275,7.78429672881077,29.3990991492141,3.21230589927029,2.83261105498077,7.60654373810837,7.84416279968442,2.74649661598815,7.75272396022609,1,0
2.59497190795448,7.73738347101337,25.4604614298079,2.94583496091756,2.5507796321702,8.37760277992166,7.65117128017908,2.6405243657392,7.56560419594155,1,0
2.40217017174367,7.50485759625982,24.993229485805,2.60934627435278,2.25172873925079,7.46560828716101,7.49517500254709,2.32577117386825,7.59343988006639,1,0
2.49978397480018,7.65702913126522,33.4498744858843,2.95423106532574,2.5312029902867,7.23398951561815,7.74278640285292,2.67006492585102,7.70317504338082,1,0
2.75553998435799,7.47458440392299,28.3509787131383,3.00083522516156,2.72113926567488,6.89792741722826,7.47572435782727,2.66927961761893,7.34366810080348,1,0
2.61751471306384,8.02552895712367,29.6507068438626,2.849117650763,2.6418626511996,7.89354887077981,8.1254910009304,2.48210177397494,8.06115670706373,1,0
2.68569138640088,7.7646772958196,21.1026692517359,3.00403000901585,2.87509167092057,7.56635567582527,7.67576008002754,2.92980036472301,7.7576818535339,1,0
2.60767046455092,7.76252025735108,22.5970406922115,2.88489606094157,2.40995661942712,7.29422917475767,7.70076649137625,2.69517753962182,7.55389256930736,1,0
2.34898269793558,7.74072860113418,27.204023599946,2.7508050955069,2.10201365813916,7.45805991999774,7.69873020567739,2.57229137596175,7.78644067061435,1,0
2.9457455437412,7.29576578901685,17.7830631007661,2.984673105581,2.84851088490865,6.77640036572284,7.27144752088693,3.0436396207337,7.20105830469938,1,0
2.67344168480743,7.62357956753322,27.6640095024228,3.00080132724606,2.76274072819289,7.00728959620485,7.67649337926229,2.86980251384542,7.59205114363415,1,0
3.00707623392156,7.57393895738126,33.4294716171841,3.4212549283905,2.99484603064161,7.21362528748489,7.66005277879483,2.77417805885111,7.66610889799211,1,0
2.72051194456942,7.64156288855752,38.2316984930205,2.85202683318305,2.74963235769524,7.70445823583517,7.73055845438088,2.51997932860043,7.76868433316166,1,0
2.40931251910678,7.50341299226675,29.1345399937452,2.54873263447165,2.37716441892478,7.53038491466545,7.53038015807354,2.35551765567949,7.44137951206159,1,0
3.0304113670723,7.68643452931011,37.2294833611054,3.39624622911545,3.09275359714786,7.00499596197422,7.68881350647403,2.97764860235126,7.57025992367235,1,0
2.60210056276079,7.70177152331559,27.8643350801265,2.77715849011587,2.22120745656506,7.50183127156057,7.58066709963864,2.64138835148587,7.71304528458382,1,0
2.70438035713683,7.47332389735566,33.5581651627958,3.26779362675363,2.57347623281092,6.98412898513888,7.56304841838149,3.01340287985598,7.39267619619458,1,0
2.82790344132541,7.61711793605915,22.6886637343235,2.99739852924865,2.76348090490371,6.69595888359674,7.77529190504794,2.57152456674344,7.60862944615498,1,0
2.31932906616005,7.30141403871861,24.620254517967,2.62319602670237,2.0989132520397,6.81657463195386,7.27277552424073,2.24160211369903,7.39664119033055,1,0
2.80462146940149,7.6554786346368,31.0004393103072,2.93769426078843,2.53035788254861,6.84186779986741,7.65659865155084,2.92984756994351,7.86229517851145,1,0
2.43028313340575,7.17134408686138,27.4600998700821,2.49026965812463,2.08078529245173,7.10877685560363,7.21013673722302,2.53870132126534,6.96429717830181,1,0
2.97614200239426,7.50684972575587,25.6899968891495,3.3725571982446,2.95629433772042,6.89103959697452,7.40197848991205,2.8218821116209,7.57130033209003,1,0
2.78236250450835,7.64470447210791,27.2084647877082,3.11734939335528,2.83410761010503,7.23749823055613,7.73092005674706,3.00028963778842,7.43876853337931,1,0
2.79505451108326,7.44871466369294,21.5790005361213,2.96585799068433,2.69913780104732,7.52616723712767,7.44435298785569,2.87227167944554,7.45492809566426,1,0
2.42922328299408,7.30348991740097,30.687851971638,2.81509818759814,2.43590639532741,6.87128756339909,7.21204305264091,2.40520587707976,7.37740584465059,1,0
2.48789856232762,7.96257496980937,31.059828986726,2.61682376932743,2.56585512996902,7.36324416202398,7.97679090566971,2.59913495581801,8.04086518370072,1,0
2.71578842943746,7.58357289889959,25.5449355983003,3.06300395653876,2.72227334923817,7.16877351127506,7.65211878828326,2.77474778162568,7.5996503064704,1,0
2.39295913241625,7.58012293414028,29.1455122210544,2.60854182932694,2.56244737065032,7.93523636983883,7.55721069484391,2.18093192563863,7.49082272603156,1,0
2.45138635333839,7.55894093509591,24.4122901982421,2.74451620420472,2.59829829392459,7.23880743596248,7.65322815951087,2.63540247845138,7.53173902112552,1,0
2.4595541566872,7.64625159336792,29.8892730781565,2.93309888818743,2.27353728174769,6.90221151248008,7.59050811394715,2.37416715808479,7.606902328184,1,0
2.74608085328197,7.42863948542622,22.6820725729812,2.9614788945124,2.90677675284928,6.91614354761861,7.49343489280487,2.54390163923181,7.4725007232963,1,0
2.59680259020544,7.79953047500781,30.3013866103027,2.93253199203724,2.80573152956035,7.23208147691375,7.86465804555804,2.60291290536554,7.89451437038121,1,0
2.71279708879336,7.82220380558,30.7729549007522,3.21298002300253,2.89848429117122,7.70748696889882,7.79911520185166,2.59717442619363,7.75001814773253,1,0
2.61683496367208,7.69076350724776,28.1836329977965,2.89914235187204,2.28292593922595,7.3905812320358,7.56521863003532,2.65733028181607,7.64538539187823,1,0
2.61679574529576,7.81969370553371,28.8633809009843,2.81043214490741,2.45028901567329,7.49492817424051,7.8331248093874,2.54910144025022,7.70789703727523,1,0
2.42525660226692,7.91123124004356,26.6200875068184,2.68597545172866,2.09138057871255,7.44373392953987,7.88162013614154,2.26804323050245,7.72828487218358,1,0
2.5125626505804,7.41359594015593,22.4348985492207,2.69723423560731,2.53949174129457,7.64883511741012,7.35014601717116,2.5818451391032,7.47284076065695,1,0
